name,category_ref,department_slug,main_category,category_level1,category_level2,category_level3,count,depth
Modern,modern-31488,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Modern,12,5
Medieval,medieval-31484,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Medieval,7,5
Canada,canada-31479,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Canada,5,5
Middle East,middle-east-31486,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Middle East,5,5
Central & South America,central-and-south-america-31480,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Central & South America,3,5
Australia & Oceania,australia-and-oceania-31478,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Australia & Oceania,2,5
Renaissance,renaissance-31490,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Renaissance,2,5
Mexico,mexico-31485,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Mexico,1,5
Entertainment & Games,entertainment-and-games-31553,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Tech & Computers > Entertainment & Games,162,5
Technology,technology-31556,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Tech & Computers > Technology,82,5
Coding & Programming,coding-and-programming-31552,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Tech & Computers > Coding & Programming,74,5
Transportation,transportation-31557,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Tech & Computers > Transportation,30,5
Internet,internet-31554,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Tech & Computers > Internet,15,5
Software,software-31555,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Tech & Computers > Software,10,5
English As A Second Language,english-as-a-second-language-31456,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Foreign Language Study > English As A Second Language,104,5
Spanish,spanish-31458,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Foreign Language Study > Spanish,51,5
French,french-31457,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Foreign Language Study > French,34,5
Journal Writing,journal-writing-31498,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Language Arts > Journal Writing,78,5
Composition & Creative Writing,composition-and-creative-writing-31496,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Language Arts > Composition & Creative Writing,44,5
Grammar,grammar-31497,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Language Arts > Grammar,20,5
Communication,communication-31495,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Language Arts > Communication,19,5
Vocabulary & Spelling,vocabulary-and-spelling-31499,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Language Arts > Vocabulary & Spelling,17,5
Puzzles & Word Games,puzzles-and-word-games-31460,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Games & Activities > Puzzles & Word Games,81,5
Questions & Answers,questions-and-answers-31461,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Games & Activities > Questions & Answers,42,5
History,history-31508,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Music > History,15,5
Popular,popular-31509,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Music > Popular,15,5
Rap & Hip Hop,rap-and-hip-hop-31510,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Music > Rap & Hip Hop,8,5
Rock,rock-31511,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Music > Rock,7,5
Biography,biography-31448,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Comics & Graphic Novels > Biography,36,5
History,history-31449,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Comics & Graphic Novels > History,19,5
Social Topics,social-topics-31451,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Comics & Graphic Novels > Social Topics,18,5
Science & Nature,science-and-nature-31450,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Comics & Graphic Novels > Science & Nature,11,5
United States,united-states-31525,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > United States,50,5
Aboriginal & Indigenous,aboriginal-and-indigenous-31516,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Aboriginal & Indigenous,22,5
Europe,europe-31522,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Europe,6,5
Caribbean & Latin America,caribbean-and-latin-american-31521,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Caribbean & Latin America,4,5
Africa,africa-31517,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Africa,3,5
Australia & Oceania,australia-and-oceania-31519,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Australia & Oceania,3,5
Middle East,middle-east-31524,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Middle East,3,5
Asia,asia-31518,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Asia,2,5
Canada,canada-31520,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Canada,2,5
Mexico,mexico-31523,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > People & Places > Mexico,1,5
Animal Welfare,animal-welfare-31405,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Animals > Animal Welfare,35,5
Marine Life,marine-life-31407,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Animals > Marine Life,12,5
Birds,birds-31406,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Animals > Birds,10,5
Dance,dance-31527,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Performing Arts > Dance,14,5
Film,film-31528,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Performing Arts > Film,9,5
Television & Radio,television-and-radio-31529,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Performing Arts > Television & Radio,4,5
Italian,italian-30497,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Italian,1129,5
Indian & South Asian,indian-and-south-asian-30494,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Indian & South Asian,777,5
Spanish,spanish-30510,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Spanish,592,5
Mediterranean,mediterranean-30501,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Mediterranean,588,5
Asian,asian-30482,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Asian,562,5
Chinese,chinese-30487,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Chinese,493,5
Mexican,mexican-30502,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Mexican,369,5
Japanese,japanese-30498,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Japanese,344,5
Thai,thai-30511,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Thai,327,5
French,french-30490,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > French,293,5
African,african-30470,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > African,270,5
International,international-30495,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > International,244,5
European,european-30489,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > European,236,5
Caribbean & West Indian,caribbean-and-west-indian-30486,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Caribbean & West Indian,232,5
Middle Eastern,middle-eastern-30503,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Middle Eastern,215,5
Greek,greek-30492,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Greek,195,5
Cajun & Creole,cajun-and-creole-30484,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Cajun & Creole,169,5
"English, Scottish & Welsh",english-scottish-and-welsh-30488,books,Books,Books,Non-Fiction,"Food & Cookbooks > Regional & Ethnic > English, Scottish & Welsh",146,5
Vietnamese,vietnamese-30513,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Vietnamese,137,5
Jewish & Kosher,jewish-and-kosher-30499,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Jewish & Kosher,131,5
German,german-30491,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > German,130,5
Soul Food,soul-food-30508,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Soul Food,93,5
Irish,irish-30496,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Irish,88,5
Scandinavian,scandinavian-30507,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Scandinavian,84,5
Canadian,canadian-30485,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Canadian,81,5
Southeast Asian,southeast-asian-30509,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Southeast Asian,80,5
Russian,russian-30506,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Russian,78,5
Portuguese,portuguese-30505,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Portuguese,74,5
Turkish,turkish-30512,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Turkish,74,5
Polish,polish-30504,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Polish,72,5
Australian & Oceanian,australian-and-oceanian-30483,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Australian & Oceanian,69,5
Korean,korean-30500,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Korean,67,5
Hungarian,hungarian-30493,books,Books,Books,Non-Fiction,Food & Cookbooks > Regional & Ethnic > Hungarian,60,5
Weight Control,weight-control-30444,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Weight Control,1403,5
Diabetic & Sugar-Free,diabetic-and-sugar-free-30436,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Diabetic & Sugar-Free,889,5
Low Carbohydrate,low-carbohydrate-30440,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Low Carbohydrate,831,5
Low Cholesterol,low-cholesterol-30441,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Low Cholesterol,596,5
Gluten-Free,gluten-free-30437,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Gluten-Free,593,5
Low Fat,low-fat-30442,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Low Fat,550,5
Low Salt,low-salt-30443,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Low Salt,497,5
High Protein,high-protein-30439,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > High Protein,327,5
Heart,heart-30438,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Heart,272,5
Allergy,allergy-30434,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Allergy,263,5
Cancer,cancer-30435,books,Books,Books,Non-Fiction,Food & Cookbooks > Health & Healing > Cancer,240,5
Quick & Easy,quick-and-easy-30462,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Quick & Easy,1462,5
Barbecue & Grilling,barbecue-and-grilling-30450,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Barbecue & Grilling,876,5
Canning & Preserving,canning-and-preserving-30451,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Canning & Preserving,838,5
Slow Cooking,slow-cooking-30464,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Slow Cooking,822,5
Special Appliances,special-appliances-30465,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Special Appliances,661,5
Frying,frying-30453,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Frying,487,5
Microwave,microwave-30457,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Microwave,277,5
Outdoor,outdoor-30458,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Outdoor,261,5
Cookery For One,cookery-for-one-30452,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Cookery For One,259,5
Low Budget,low-budget-30456,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Low Budget,203,5
Garnishing & Food Presentation,garnishing-and-food-presentation-30454,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Garnishing & Food Presentation,180,5
Gourmet,gourmet-30455,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Gourmet,174,5
Professional,professional-30460,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Professional,117,5
Wok,wok-30466,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Wok,117,5
Raw Food,raw-food-30463,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Raw Food,109,5
Quantity,quality-30461,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Quantity,96,5
Pressure Cooking,pressure-cooking-30459,books,Books,Books,Non-Fiction,Food & Cookbooks > Methods > Pressure Cooking,61,5
Sauces & Dressings,sauces-and-dressings-30429,books,Books,Books,Non-Fiction,Food & Cookbooks > Courses & Dishes > Sauces & Dressings,257,5
Meat,meat-30520,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Meat,721,5
Vegetables,vegetables-30526,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Vegetables,681,5
Natural Foods,natural-foods-30521,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Natural Foods,540,5
"Herbs, Spices & Condiments",herbs-spices-and-condiments-30519,books,Books,Books,Non-Fiction,"Food & Cookbooks > Specific Ingredients > Herbs, Spices & Condiments",466,5
Seafood,seafood-30525,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Seafood,439,5
Fruit,fruit-30517,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Fruit,427,5
Pasta,pasta-30522,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Pasta,307,5
Chocolate,chocolate-30515,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Chocolate,260,5
Rice & Grains,rice-and-grains-30524,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Rice & Grains,196,5
Dairy,dairy-30516,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Dairy,164,5
Poultry,poultry-30523,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Poultry,163,5
Game,game-30518,books,Books,Books,Non-Fiction,Food & Cookbooks > Specific Ingredients > Game,88,5
Coffee & Tea,coffee-and-tea-30407,books,Books,Books,Non-Fiction,Food & Cookbooks > Beverages > Coffee & Tea,599,5
Juices & Smoothies,juices-and-smoothies-30408,books,Books,Books,Non-Fiction,Food & Cookbooks > Beverages > Juices & Smoothies,321,5
Non-Alcoholic,non-alcoholic-30409,books,Books,Books,Non-Fiction,Food & Cookbooks > Beverages > Non-Alcoholic,249,5
Cakes,cakes-30398,books,Books,Books,Non-Fiction,Food & Cookbooks > Baking & Confectionery > Cakes,985,5
Cookies,cookies-30400,books,Books,Books,Non-Fiction,Food & Cookbooks > Baking & Confectionery > Cookies,328,5
Pastry,pastry-30401,books,Books,Books,Non-Fiction,Food & Cookbooks > Baking & Confectionery > Pastry,175,5
Confectionery,confectionery-30399,books,Books,Books,Non-Fiction,Food & Cookbooks > Baking & Confectionery > Confectionery,161,5
Table Setting,table-setting-30431,books,Books,Books,Non-Fiction,Food & Cookbooks > Entertaining > Table Setting,46,5
Cooking With Kids,cooking-with-kids-30412,books,Books,Books,Non-Fiction,Food & Cookbooks > Children > Cooking With Kids,146,5
Cooking For Kids,cooking-for-kids-30411,books,Books,Books,Non-Fiction,Food & Cookbooks > Children > Cooking For Kids,136,5
Baseball,baseball-31204,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Baseball,2903,5
Soccer,soccer-31217,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Soccer,2119,5
Football,football-31209,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Football,2081,5
Golf,golf-31210,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Golf,1558,5
Basketball,basketball-31205,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Basketball,1257,5
Tennis,tennis-31221,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Tennis,614,5
Hockey,hockey-31211,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Hockey,543,5
Cricket,cricket-31207,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Cricket,495,5
"Pool, Billiards & Snooker",pool-billiards-and-snooker-31213,books,Books,Books,Non-Fiction,"Sports & Outdoors > Ball Sports > Pool, Billiards & Snooker",379,5
Racket Sports,racket-sports-31214,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Racket Sports,276,5
Rugby,rugby-31216,books,Books,Books,Non-Fiction,Sports & Outdoors > Ball Sports > Rugby,250,5
