name,category_ref,department_slug,main_category,category_level1,category_level2,category_level3,count,depth
Money Management,money-management-30132,books,Books,Books,Non-Fiction,Business & Finance > Finance & Accounting > Money Management,2204,5
Investing,investing-30131,books,Books,Books,Non-Fiction,Business & Finance > Finance & Accounting > Investing,1879,5
Budgeting,budgeting-30130,books,Books,Books,Non-Fiction,Business & Finance > Finance & Accounting > Budgeting,1622,5
Retirement Planning,retirement-planning-30133,books,Books,Books,Non-Fiction,Business & Finance > Finance & Accounting > Retirement Planning,1353,5
Taxation,taxation-30134,books,Books,Books,Non-Fiction,Business & Finance > Finance & Accounting > Taxation,226,5
Job Hunting,job-hunting-30126,books,Books,Books,Non-Fiction,Business & Finance > Careers > Job Hunting,2504,5
Resumes,resumes-30127,books,Books,Books,Non-Fiction,Business & Finance > Careers > Resumes,241,5
Buying & Selling Homes,buying-and-selling-homes-30137,books,Books,Books,Non-Fiction,"Business & Finance > Sectors, Industries & Trades > Buying & Selling Homes",1720,5
Mortgages,mortgages-30139,books,Books,Books,Non-Fiction,"Business & Finance > Sectors, Industries & Trades > Mortgages",239,5
Commercial,commercial-30138,books,Books,Books,Non-Fiction,"Business & Finance > Sectors, Industries & Trades > Commercial",186,5
African American & Black,african-american-and-black-30089,books,Books,Books,Non-Fiction,"Biographies > Cultural, Ethnic & Regional > African American & Black",912,5
Native American & Aboriginal,native-american-and-aboriginal-30092,books,Books,Books,Non-Fiction,"Biographies > Cultural, Ethnic & Regional > Native American & Aboriginal",744,5
Asian & Asian American,asian-and-asian-american-30090,books,Books,Books,Non-Fiction,"Biographies > Cultural, Ethnic & Regional > Asian & Asian American",228,5
Hispanic & Latino,hispanic-and-latino-30091,books,Books,Books,Non-Fiction,"Biographies > Cultural, Ethnic & Regional > Hispanic & Latino",222,5
Modern,modern-30927,books,Books,Books,Non-Fiction,Philosophy > History & Surveys > Modern,9783,5
Ancient & Classical,ancient-and-classical-30925,books,Books,Books,Non-Fiction,Philosophy > History & Surveys > Ancient & Classical,6127,5
Medieval,medieval-30926,books,Books,Books,Non-Fiction,Philosophy > History & Surveys > Medieval,762,5
Renaissance,renaissance-30928,books,Books,Books,Non-Fiction,Philosophy > History & Surveys > Renaissance,147,5
Metaphysics,metaphysics-30954,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Metaphysics,6535,5
Epistemology,epistemology-30953,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Epistemology,2887,5
Aesthetics,aesthetics-30952,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Aesthetics,2271,5
Language,language-30950,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Language,408,5
Methodology,methodology-30955,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Methodology,380,5
Zen,zen-30951,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Zen,335,5
Taoist,taoist-30956,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Taoist,323,5
Hermeneutics,hermeneutics-30949,books,Books,Books,Non-Fiction,Philosophy > Other Philosophies > Hermeneutics,226,5
Phenomenology,phenomenology-30940,books,Books,Books,Non-Fiction,Philosophy > Movements > Phenomenology,1311,5
Humanism,humanism-30938,books,Books,Books,Non-Fiction,Philosophy > Movements > Humanism,916,5
Critical Theory,critical-theory-30934,books,Books,Books,Non-Fiction,Philosophy > Movements > Critical Theory,516,5
Existentialism,existentialism-30937,books,Books,Books,Non-Fiction,Philosophy > Movements > Existentialism,425,5
Pragmatism,pragmatism-30942,books,Books,Books,Non-Fiction,Philosophy > Movements > Pragmatism,363,5
Deconstruction,deconstruction-30935,books,Books,Books,Non-Fiction,Philosophy > Movements > Deconstruction,312,5
Analytic,analytic-30933,books,Books,Books,Non-Fiction,Philosophy > Movements > Analytic,224,5
Idealism,idealism-30939,books,Books,Books,Non-Fiction,Philosophy > Movements > Idealism,190,5
Rationalism,rationalism-30943,books,Books,Books,Non-Fiction,Philosophy > Movements > Rationalism,112,5
Utilitarianism,utilitarianism-30947,books,Books,Books,Non-Fiction,Philosophy > Movements > Utilitarianism,81,5
Transcendentalism,transcendentalism-30946,books,Books,Books,Non-Fiction,Philosophy > Movements > Transcendentalism,66,5
Post-Structuralism,post-structuralism-30941,books,Books,Books,Non-Fiction,Philosophy > Movements > Post-Structuralism,59,5
Empiricism,empiricism-30936,books,Books,Books,Non-Fiction,Philosophy > Movements > Empiricism,44,5
Realism,realism-30944,books,Books,Books,Non-Fiction,Philosophy > Movements > Realism,30,5
Structuralism,structuralism-30945,books,Books,Books,Non-Fiction,Philosophy > Movements > Structuralism,23,5
Environmental Conservation & Protection,environmental-conservation-and-protection-30817,books,Books,Books,Non-Fiction,Home & Nature > Nature > Environmental Conservation & Protection,4016,5
Ecology,ecology-30805,books,Books,Books,Non-Fiction,Home & Nature > Nature > Ecology,1706,5
Natural Resources,natural-resources-30820,books,Books,Books,Non-Fiction,Home & Nature > Nature > Natural Resources,1003,5
Natural Disasters,natural-disasters-30819,books,Books,Books,Non-Fiction,Home & Nature > Nature > Natural Disasters,648,5
Weather,weather-30832,books,Books,Books,Non-Fiction,Home & Nature > Nature > Weather,434,5
Rocks & Minerals,rocks-and-minerals-30828,books,Books,Books,Non-Fiction,Home & Nature > Nature > Rocks & Minerals,356,5
Regional,regional-30827,books,Books,Books,Non-Fiction,Home & Nature > Nature > Regional,278,5
Sky Observation,sky-observation-30831,books,Books,Books,Non-Fiction,Home & Nature > Nature > Sky Observation,204,5
Fossils,fossils-30818,books,Books,Books,Non-Fiction,Home & Nature > Nature > Fossils,197,5
Earthquakes & Volcanoes,earthquakes-and-volcanoes-30804,books,Books,Books,Non-Fiction,Home & Nature > Nature > Earthquakes & Volcanoes,166,5
Seasons,seasons-30830,books,Books,Books,Non-Fiction,Home & Nature > Nature > Seasons,124,5
Seashells,seashells-30829,books,Books,Books,Non-Fiction,Home & Nature > Nature > Seashells,47,5
Birds,birds-30834,books,Books,Books,Non-Fiction,Home & Nature > Pets > Birds,1549,5
Horses,horses-30842,books,Books,Books,Non-Fiction,Home & Nature > Pets > Horses,1131,5
Fish & Aquariums,fish-and-aquariums-30840,books,Books,Books,Non-Fiction,Home & Nature > Pets > Fish & Aquariums,931,5
"Reptiles, Amphibians & Terrariums",reptiles-amphibians-and-terrariums-30845,books,Books,Books,Non-Fiction,"Home & Nature > Pets > Reptiles, Amphibians & Terrariums",914,5
"Rabbits, Mice, Hamsters, Guinea Pigs, etc.",rabbits-mice-hamsters-guinea-pigs-etc-30844,books,Books,Books,Non-Fiction,"Home & Nature > Pets > Rabbits, Mice, Hamsters, Guinea Pigs, etc.",597,5
Insects & Spiders,insects-and-spiders-30843,books,Books,Books,Non-Fiction,Home & Nature > Pets > Insects & Spiders,185,5
Food & Nutrition,food-and-nutrition-30841,books,Books,Books,Non-Fiction,Home & Nature > Pets > Food & Nutrition,118,5
Sustainable Living,sustainable-living-30780,books,Books,Books,Non-Fiction,Home & Nature > House & Home > Sustainable Living,724,5
Outdoor & Recreational Areas,outdoor-and-recreational-areas-30778,books,Books,Books,Non-Fiction,Home & Nature > House & Home > Outdoor & Recreational Areas,132,5
Energy,energy-30775,books,Books,Books,Non-Fiction,Home & Nature > House & Home > Energy,129,5
Maintenance & Repair,maintenance-and-repair-30776,books,Books,Books,Non-Fiction,Home & Nature > House & Home > Maintenance & Repair,124,5
Security,security-30779,books,Books,Books,Non-Fiction,Home & Nature > House & Home > Security,107,5
Moving & Relocation,moving-and-relocation-30777,books,Books,Books,Non-Fiction,Home & Nature > House & Home > Moving & Relocation,46,5
Container,container-30718,books,Books,Books,Non-Fiction,Home & Nature > Gardening > Container,341,5
Greenhouses,greenhouses-30742,books,Books,Books,Non-Fiction,Home & Nature > Gardening > Greenhouses,309,5
Healthy Living,healthy-living-30588,books,Books,Books,Non-Fiction,Health & Beauty > Health > Healthy Living,4522,5
Children's Health,children-s-health-30546,books,Books,Books,Non-Fiction,Health & Beauty > Health > Children's Health,1264,5
Men's Health,men-s-health-30590,books,Books,Books,Non-Fiction,Health & Beauty > Health > Men's Health,986,5
Allergies,allergies-30545,books,Books,Books,Non-Fiction,Health & Beauty > Health > Allergies,388,5
Physical Impairments,physical-impairments-30592,books,Books,Books,Non-Fiction,Health & Beauty > Health > Physical Impairments,300,5
Vision,vision-30593,books,Books,Books,Non-Fiction,Health & Beauty > Health > Vision,269,5
Oral Health,oral-health-30591,books,Books,Books,Non-Fiction,Health & Beauty > Health > Oral Health,244,5
Hearing & Speech,hearing-and-speech-30589,books,Books,Books,Non-Fiction,Health & Beauty > Health > Hearing & Speech,136,5
Pain Management,pain-management-30542,books,Books,Books,Non-Fiction,Health & Beauty > Fitness > Pain Management,1125,5
Safety,safety-30543,books,Books,Books,Non-Fiction,Health & Beauty > Fitness > Safety,304,5
Coloring Books,coloring-books-30372,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Coloring Books,7017,5
Puzzles,puzzles-30385,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Puzzles,4660,5
Sudoku,sudoku-30389,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Sudoku,4258,5
Logic & Brain Teasers,logic-and-brain-teasers-30382,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Logic & Brain Teasers,2351,5
Chess,chess-30371,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Chess,1806,5
Role Playing & Fantasy,role-playing-and-fantasy-30388,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Role Playing & Fantasy,1521,5
Activity Books,activity-books-30364,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Activity Books,557,5
Board Games,board-games-30366,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Board Games,536,5
Quizzes,quizzes-30386,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Quizzes,490,5
Travel Games,travel-games-30390,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Travel Games,432,5
Magic,magic-30383,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Magic,394,5
Reference,reference-30387,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Reference,315,5
Guided Journals,guided-journals-30381,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Guided Journals,274,5
Fantasy Sports,fantasy-sports-30375,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Fantasy Sports,81,5
Backgammon,backgammon-30365,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Backgammon,68,5
Optical Illusions,optical-illusions-30384,books,Books,Books,Non-Fiction,Design & Crafts > Games & Activities > Optical Illusions,28,5
Woodwork,woodwork-30339,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Woodwork,1557,5
Crafts for Children,crafts-for-children-30288,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Crafts for Children,1130,5
Papercrafts,papercrafts-30322,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Papercrafts,883,5
Book Printing & Binding,book-printing-and-binding-30285,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Book Printing & Binding,594,5
Painting,painting-30321,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Painting,524,5
Fashion,fashion-30292,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Fashion,362,5
Origami,origami-30320,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Origami,292,5
Decorating,decorating-30289,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Decorating,285,5
Jewelry,jewelry-30297,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Jewelry,281,5
Metal Work,metal-work-30300,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Metal Work,272,5
"Knots, Macrame & Rope Work",knots-macrame-and-rope-work-30298,books,Books,Books,Non-Fiction,"Design & Crafts > Crafts & Hobbies > Knots, Macrame & Rope Work",243,5
Soap Making,soap-making-30336,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Soap Making,237,5
Candle Making,candle-making-30286,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Candle Making,232,5
Pottery & Ceramics,pottery-and-ceramics-30325,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Pottery & Ceramics,203,5
Scrapbooking,scrapbooking-30335,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Scrapbooking,201,5
Models,models-30304,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Models,198,5
Carving,carving-30287,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Carving,196,5
Beadwork,beadwork-30284,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Beadwork,185,5
Nature Crafts,nature-crafts-30305,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Nature Crafts,166,5
Mixed Media,mixed-media-30302,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Mixed Media,157,5
Flower Arranging,flower-arranging-30293,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Flower Arranging,148,5
Leatherwork,leatherwork-30299,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Leatherwork,135,5
Glass & Glassware,glass-and-glassware-30296,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Glass & Glassware,106,5
Dye,dye-30291,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Dye,105,5
Stenciling,stenciling-30337,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Stenciling,96,5
Model Railroading,model-railroading-30303,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Model Railroading,92,5
Baskets,baskets-30283,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Baskets,90,5
Printmaking & Stamping,printmaking-and-stamping-30326,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Printmaking & Stamping,83,5
Applique,applique-30282,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Applique,76,5
Miniatures,miniatures-30301,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Miniatures,59,5
Polymer Clay,polymer-clay-30323,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Polymer Clay,45,5
Furniture & Cabinetry,furniture-and-cabinetry-30295,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Furniture & Cabinetry,42,5
Potpourri & Fragrances,potpourri-and-fragrances-30324,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Potpourri & Fragrances,41,5
Dough,dough-30290,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Dough,35,5
Framing,framing-30294,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Framing,32,5
Rugs,rugs-30334,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Rugs,31,5
Wirework,wirework-30338,books,Books,Books,Non-Fiction,Design & Crafts > Crafts & Hobbies > Wirework,23,5
Book Design,book-design-30341,books,Books,Books,Non-Fiction,Design & Crafts > Design > Book Design,5173,5
Historical,historical-31429,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Historical,116,5
Women,women-31441,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Women,103,5
Sports & Recreation,sports-and-recreation-31440,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Sports & Recreation,76,5
Music,music-31432,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Music,53,5
Science & Technology,science-and-technology-31438,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Science & Technology,50,5
Social Activists,social-activists-31439,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Social Activists,49,5
"Cultural, Ethnic & Regional",cultural-ethnic-and-regional-31428,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Biography & Autobiography > Cultural, Ethnic & Regional",46,5
Presidents & First Families,presidents-and-first-families-31435,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Presidents & First Families,44,5
Art,art-31427,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Art,39,5
Performing Arts,performing-arts-31433,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Performing Arts,36,5
Political,political-31434,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Political,36,5
Religious,religious-31436,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Religious,30,5
Literary,literary-31431,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Literary,26,5
Royalty,royalty-31437,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > Royalty,9,5
LGBT,lgbt-31430,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Biography & Autobiography > LGBT,8,5
Clocks & Watches,clocks-and-watches-30248,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Clocks & Watches,1485,5
Books,books-30243,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Books,1330,5
Paper Ephemera,paper-ephemera-30260,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Paper Ephemera,872,5
Magazines & Newspapers,magazines-and-newspapers-30258,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Magazines & Newspapers,309,5
Art,art-30241,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Art,303,5
Furniture,furniture-30254,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Furniture,182,5
Firearms & Weapons,firearms-and-weapons-30253,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Firearms & Weapons,171,5
"Coins, Currency & Medals",coins-currency-and-medals-30249,books,Books,Books,Non-Fiction,"Design & Crafts > Antiques & Collectibles > Coins, Currency & Medals",167,5
Stamps,stamps-30274,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Stamps,161,5
Americana,americana-30240,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Americana,149,5
Jewelry,jewelry-30255,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Jewelry,141,5
Toys,toys-30278,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Toys,121,5
Reference,reference-30270,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Reference,115,5
"Silver, Gold & Other Metals",silver-gold-and-other-30272,books,Books,Books,Non-Fiction,"Design & Crafts > Antiques & Collectibles > Silver, Gold & Other Metals",114,5
Performing Arts,performing-arts-30261,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Performing Arts,113,5
Textiles & Costume,textiles-and-costumes-30276,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Textiles & Costume,101,5
Dolls,dolls-30251,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Dolls,94,5
Wine,wine-30280,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Wine,94,5
Care & Restoration,care-and-restoration-30247,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Care & Restoration,91,5
Pottery & Ceramics,pottery-and-ceramics-30267,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Pottery & Ceramics,87,5
Popular Culture,popular-culture-30263,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Popular Culture,85,5
Transportation,transportation-30279,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Transportation,81,5
Porcelain & China,porcelain-and-china-30264,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Porcelain & China,79,5
Military,military-30259,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Military,74,5
Glass & Glassware,glass-and-glassware-30256,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Glass & Glassware,64,5
Comics,comics-30250,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Comics,63,5
Autographs,autographs-30242,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Autographs,48,5
Records,records-30269,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Records,47,5
Bottles,bottles-30244,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Bottles,42,5
Postcards,postcards-30265,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Postcards,32,5
Rugs,rugs-30271,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Rugs,30,5
Sports,sports-30273,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Sports,26,5
Tobacco-Related,tobacco-related-30277,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Tobacco-Related,26,5
Buttons & Pins,buttons-and-pins-30245,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Buttons & Pins,22,5
Kitchenware,kitchenware-30257,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Kitchenware,22,5
Figurines,figurines-30252,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Figurines,21,5
Political,political-30262,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Political,20,5
Radios & Televisions,radios-and-television-30268,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Radios & Televisions,20,5
Posters,posters-30266,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Posters,18,5
Canadiana,canadiana-30246,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Canadiana,17,5
Teddy Bears & Stuffed Animals,teddy-bears-and-stuffed-animals-30275,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Teddy Bears & Stuffed Animals,13,5
Advertising,advertising-30239,books,Books,Books,Non-Fiction,Design & Crafts > Antiques & Collectibles > Advertising,11,5
Social Activism & Volunteering,social-activism-and-volunteering-31548,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Social Science & Topics > Social Activism & Volunteering,48,5
Christian,christian-31538,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Christian,682,5
Christianity,christianity-31539,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Christianity,134,5
Biblical Stories & Studies,biblical-stories-and-studies-31536,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Biblical Stories & Studies,64,5
Islam,islam-31542,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Islam,53,5
Hinduism,hinduism-31541,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Hinduism,21,5
Buddhism,buddhism-31537,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Buddhism,8,5
Eastern,eastern-31540,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Eastern,4,5
Judaism,judaism-31543,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Religion > Judaism,4,5
Poetry,poetry-31422,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Poetry",367,5
Crafts & Hobbies,crafts-and-hobbies-31411,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Crafts & Hobbies",193,5
Drawing,drawing-31414,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Drawing",190,5
Painting,painting-31420,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Painting",54,5
Drama,drama-31413,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Drama",53,5
Photography,photography-31421,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Photography",34,5
Fashion,fashion-31415,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Fashion",23,5
Theater & Musicals,theater-and-musicals-31425,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Theater & Musicals",22,5
Cartooning,cartooning-31410,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Cartooning",18,5
Curiosities & Wonders,curiosities-and-wonders-31412,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Curiosities & Wonders",17,5
Holidays & Celebrations,holidays-and-celebrations-31418,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Holidays & Celebrations",15,5
History,history-31417,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > History",8,5
Techniques,techniques-31424,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Techniques",8,5
House & Home,house-and-home-31419,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > House & Home",5,5
Gardening,gardening-31416,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Gardening",3,5
Sculpture,sculpture-31423,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Art, Crafts & Hobbies > Sculpture",1,5
Mindfulness & Meditation,mindfulness-and-meditation-31470,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Mindfulness & Meditation,123,5
Maturing,maturing-31469,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Maturing,111,5
Diet & Nutrition,diet-and-nutrition-31466,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Diet & Nutrition,57,5
Sexuality & Pregnancy,sexuality-and-pregnancy-31473,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Sexuality & Pregnancy,47,5
"Diseases, Illnesses & Injuries",diseases-illnesses-and-injuries-31467,books,Books,Books,Non-Fiction,"Young Adult Non-Fiction > Health & Daily Living > Diseases, Illnesses & Injuries",34,5
Beauty & Grooming,beauty-and-grooming-31465,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Beauty & Grooming,29,5
Fitness & Exercise,fitness-and-exercise-31468,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Fitness & Exercise,24,5
Physical Impairments,physical-impairments-31471,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Physical Impairments,15,5
Safety,safety-31472,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > Health & Daily Living > Safety,4,5
United States,united-states-31491,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > United States,83,5
Military & Wars,military-and-wars-31487,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Military & Wars,64,5
Europe,europe-31481,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Europe,44,5
Exploration & Discovery,exploration-and-discovery-31482,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Exploration & Discovery,38,5
Ancient,ancient-31476,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Ancient,34,5
Asia,asia-31477,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Asia,27,5
Holocaust,holocaust-31483,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Holocaust,22,5
Prehistoric,prehistoric-31489,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Prehistoric,15,5
Africa,africa-31475,books,Books,Books,Non-Fiction,Young Adult Non-Fiction > History > Africa,14,5
